netstrain	pxy1	varcorCSYM	Pxy[Mpa]
3.4000	0.4284	90.3736	428.3894
3.4050	0.4315	90.3479	431.5057
3.4100	0.4353	90.3412	435.3333
3.4150	0.4385	90.3372	438.5030
3.4200	0.4423	90.3536	442.3207
3.4250	0.4455	90.3244	445.4785
3.4300	0.4493	90.3352	449.2783
3.4350	0.4525	90.2927	452.4666
3.4400	0.4562	90.3656	456.2451
3.4450	0.4593	90.2954	459.2778
3.4500	0.4632	90.3264	463.1785
3.4550	0.4662	90.2902	466.2034
3.4600	0.4702	90.3357	470.2090
3.4650	0.4732	90.2328	473.1574
3.4700	0.4770	90.2743	477.0339
3.4750	0.4801	90.2932	480.0807
3.4800	0.4840	90.2569	484.0127
3.4850	0.4870	90.2485	486.9880
3.4900	0.4910	90.2926	491.0374
3.4950	0.4939	90.2192	493.9090
3.5000	0.4980	90.2502	497.9840
3.5050	0.5009	90.2462	500.9007
3.5100	0.5049	90.2334	504.8619
3.5150	0.5078	90.2260	507.8434
3.5200	0.5119	90.2052	511.8814
3.5250	0.5148	90.1629	514.8230
3.5300	0.5189	90.2242	518.9000
3.5350	0.5217	90.1315	521.7163
3.5400	0.5259	90.1634	525.9329
3.5450	0.5251	90.1506	525.1413
3.5500	0.5293	90.0980	529.2979
3.5550	0.5320	90.0754	532.0463
3.5600	0.5363	90.1335	536.2581
3.5650	0.5181	90.1085	518.0878
3.5700	0.5195	90.1422	519.4759
3.5750	0.5226	90.1542	522.5974
3.5800	0.5265	90.1249	526.4625
3.5850	0.5296	90.1092	529.5761
3.5900	0.5334	90.1811	533.4377
3.5950	0.5365	90.1271	536.4683
3.6000	0.5405	90.1038	540.4648
3.6050	0.5434	90.0935	543.4277
3.6100	0.5474	90.0927	547.4230
3.6150	0.5504	90.0479	550.3698
3.6200	0.5544	90.1141	554.3990
3.6250	0.5574	90.0517	557.3815
3.6300	0.5614	90.0366	561.3801
3.6350	0.5643	90.1147	564.3373
3.6400	0.5684	90.0432	568.3968
3.6450	0.5713	89.9964	571.3010
3.6500	0.5754	90.0280	575.3831
3.6550	0.5783	89.9944	578.3082
3.6600	0.5824	90.0421	582.3841
3.6650	0.5852	90.0512	585.2429
3.6700	0.5891	90.0181	589.0556
3.6750	0.5834	89.8146	583.3804
3.6800	0.5856	89.7996	585.5813
3.6850	0.5883	89.7421	588.2553
3.6900	0.5925	89.7513	592.4525
3.6950	0.5951	89.7275	595.0904
3.7000	0.5450	89.3489	545.0085
3.7050	0.5425	89.2992	542.4776
3.7100	0.5467	89.1566	546.7231
3.7150	0.5494	89.2243	549.4361
3.7200	0.5537	89.2767	553.6823
3.7250	0.5564	89.2505	556.4217
3.7300	0.5604	89.2525	560.3874
3.7350	0.5631	89.2651	563.1135
3.7400	0.5673	89.2212	567.3401
3.7450	0.5701	89.2140	570.0863
3.7500	0.5744	89.1871	574.3567
3.7550	0.5771	89.2149	577.0837
3.7600	0.5813	89.1500	581.2895
3.7650	0.5839	89.2234	583.9066
3.7700	0.5882	89.0862	588.2082
3.7750	0.5907	89.1465	590.7046
3.7800	0.5952	89.1932	595.2197
3.7850	0.5976	89.1301	597.5896
3.7900	0.6021	89.1280	602.0664
3.7950	0.5919	89.0220	591.9297
3.8000	0.5029	89.2768	502.8541
3.8050	0.4909	89.3128	490.8796
3.8100	0.4945	89.2628	494.4746
3.8150	0.4979	89.3172	497.8628
3.8200	0.5015	89.2164	501.4919
3.8250	0.5049	89.2731	504.8649
3.8300	0.5085	89.2787	508.4883
3.8350	0.5118	89.2360	511.8096
3.8400	0.5155	89.1761	515.4921
3.8450	0.5188	89.2324	518.8380
3.8500	0.5225	89.2745	522.4739
3.8550	0.5258	89.1908	525.8261
3.8600	0.5295	89.2562	529.4681
3.8650	0.5328	89.2664	532.7817
3.8700	0.5364	89.2141	536.4372
3.8750	0.5397	89.1503	539.7458
3.8800	0.5435	89.1551	543.4501
3.8850	0.5463	89.1216	546.3250
3.8900	0.5500	89.1423	550.0284
3.8950	0.5532	89.1015	553.2485
3.9000	0.5570	89.1322	556.9906
3.9050	0.5601	89.1321	560.1339
3.9100	0.5639	89.1423	563.9062
3.9150	0.5672	89.1019	567.1807
3.9200	0.5699	89.1218	569.8699
3.9250	0.5732	89.1110	573.1966
3.9300	0.5769	89.1352	576.9159
3.9350	0.5801	89.1021	580.1026
3.9400	0.5838	89.1272	583.8460
3.9450	0.5542	89.1549	554.2148
3.9500	0.5580	89.1128	557.9555
3.9550	0.5612	89.1517	561.2073
3.9600	0.5648	89.0966	564.7965
3.9650	0.5681	89.1057	568.1408
3.9700	0.5718	89.0781	571.7749
3.9750	0.5751	89.0581	575.1229
3.9800	0.5787	89.0184	578.7137
3.9850	0.5820	89.0460	582.0262
3.9900	0.5857	89.0132	585.6810
3.9950	0.5890	89.0465	588.9922
